,author,title,summary
25,"[('Junjie Zhou'), ('Zheng Liu'), ('Shitao Xiao'), ('Bo Zhao'), ('Yongping Xiong')]",VISTA: Visualized Text Embedding For Universal Multi-Modal Retrieval,"Multi-modal retrieval becomes increasingly popular in practice. However, the
existing retrievers are mostly text-oriented, which lack the capability to
process visual information. Despite the presence of vision-language models like
CLIP, the current methods are severely limited in representing the text-only
and image-only data. In this work, we present a new embedding model VISTA for
universal multi-modal retrieval. Our work brings forth threefold technical
contributions. Firstly, we introduce a flexible architecture which extends a
powerful text encoder with the image understanding capability by introducing
visual token embeddings. Secondly, we develop two data generation strategies,
which bring high-quality composed image-text to facilitate the training of the
embedding model. Thirdly, we introduce a multi-stage training algorithm, which
first aligns the visual token embedding with the text encoder using massive
weakly labeled data, and then develops multi-modal representation capability
using the generated composed image-text data. In our experiments, VISTA
achieves superior performances across a variety of multi-modal retrieval tasks
in both zero-shot and supervised settings. Our model, data, and source code are
available at https://github.com/FlagOpen/FlagEmbedding."
26,"[('Houxing Ren'), ('Mingjie Zhan'), ('Zhongyuan Wu'), ('Hongsheng Li')]",Empowering Character-level Text Infilling by Eliminating Sub-Tokens,"In infilling tasks, sub-tokens, representing instances where a complete token
is segmented into two parts, often emerge at the boundaries of prefixes,
middles, and suffixes. Traditional methods focused on training models at the
token level, leading to sub-optimal performance in character-level infilling
tasks during the inference stage. Alternately, some approaches considered
character-level infilling, but they relied on predicting sub-tokens in
inference, yet this strategy diminished ability in character-level infilling
tasks due to the large perplexity of the model on sub-tokens. In this paper, we
introduce FIM-SE, which stands for Fill-In-the-Middle with both Starting and
Ending character constraints. The proposed method addresses character-level
infilling tasks by utilizing a line-level format to avoid predicting any
sub-token in inference. In addition, we incorporate two special tokens to
signify the rest of the incomplete lines, thereby enhancing generation
guidance. Extensive experiments demonstrate that our proposed approach
surpasses previous methods, offering a significant advantage. Code is available
at https://github.com/SenseLLM/FIM-SE."
27,"[('Aoxiong Yin'), ('Haoyuan Li'), ('Kai Shen'), ('Siliang Tang'), ('Yueting Zhuang')]",T2S-GPT: Dynamic Vector Quantization for Autoregressive Sign Language Production from Text,"In this work, we propose a two-stage sign language production (SLP) paradigm
that first encodes sign language sequences into discrete codes and then
autoregressively generates sign language from text based on the learned
codebook. However, existing vector quantization (VQ) methods are fixed-length
encodings, overlooking the uneven information density in sign language, which
leads to under-encoding of important regions and over-encoding of unimportant
regions. To address this issue, we propose a novel dynamic vector quantization
(DVA-VAE) model that can dynamically adjust the encoding length based on the
information density in sign language to achieve accurate and compact encoding.
Then, a GPT-like model learns to generate code sequences and their
corresponding durations from spoken language text. Extensive experiments
conducted on the PHOENIX14T dataset demonstrate the effectiveness of our
proposed method. To promote sign language research, we propose a new large
German sign language dataset, PHOENIX-News, which contains 486 hours of sign
language videos, audio, and transcription texts.Experimental analysis on
PHOENIX-News shows that the performance of our model can be further improved by
increasing the size of the training data. Our project homepage is
https://t2sgpt-demo.yinaoxiong.cn."
28,"[('Tongyao Zhu'), ('Qian Liu'), ('Liang Pang'), ('Zhengbao Jiang'), ('Min-Yen Kan'), ('Min Lin')]",Beyond Memorization: The Challenge of Random Memory Access in Language Models,"Recent developments in Language Models (LMs) have shown their effectiveness
in NLP tasks, particularly in knowledge-intensive tasks. However, the
mechanisms underlying knowledge storage and memory access within their
parameters remain elusive. In this paper, we investigate whether a generative
LM (e.g., GPT-2) is able to access its memory sequentially or randomly. Through
carefully-designed synthetic tasks, covering the scenarios of full recitation,
selective recitation and grounded question answering, we reveal that LMs manage
to sequentially access their memory while encountering challenges in randomly
accessing memorized content. We find that techniques including recitation and
permutation improve the random memory access capability of LMs. Furthermore, by
applying this intervention to realistic scenarios of open-domain question
answering, we validate that enhancing random access by recitation leads to
notable improvements in question answering. The code to reproduce our
experiments can be found at https://github.com/sail-sg/lm-random-memory-access."
29,"[('Bruce W. Lee'), ('JaeHyuk Lim')]",Language Models Don’t Learn the Physical Manifestation of Language,"We argue that language-only models don't learn the physical manifestation of
language. We present an empirical investigation of visual-auditory properties
of language through a series of tasks, termed H-Test. These tasks highlight a
fundamental gap between human linguistic understanding and the sensory-deprived
linguistic understanding of LLMs. In support of our hypothesis, 1. deliberate
reasoning (Chain-of-Thought), 2. few-shot examples, or 3. stronger LLM from the
same model family (LLaMA 2 13B -> LLaMA 2 70B) has no significant effect on
H-Test performance.
  We bring in the philosophical case of Mary, who learns about the world in a
sensory-deprived environment as a useful conceptual framework to understand how
language-only models learn about the world (Jackson, 1986). Our experiments
show that some of the strongest proprietary LLMs stay near random chance
baseline accuracy of 50%, highlighting the limitations of linguistic knowledge
acquired in the absence of sensory experience. Our code and data are available
at <github.com/brucewlee/h-test>."
30,"[('Sara Papi'), ('Marco Gaido'), ('Andrea Pilzer'), ('Matteo Negri')]",When Good and Reproducible Results are a Giant with Feet of Clay: The Importance of Software Quality in NLP,"Despite its crucial role in research experiments, code correctness is often
presumed only on the basis of the perceived quality of results. This assumption
comes with the risk of erroneous outcomes and potentially misleading findings.
To address this issue, we posit that the current focus on reproducibility
should go hand in hand with the emphasis on software quality. We present a case
study in which we identify and fix three bugs in widely used implementations of
the state-of-the-art Conformer architecture. Through experiments on speech
recognition and translation in various languages, we demonstrate that the
presence of bugs does not prevent the achievement of good and reproducible
results, which however can lead to incorrect conclusions that potentially
misguide future research. As a countermeasure, we propose a Code-quality
Checklist and release pangoliNN, a library dedicated to testing neural models,
with the goal of promoting coding best practices and improving research
software quality within the NLP community."
31,"[('Yebin Lee'), ('Imseong Park'), ('Myungjoo Kang')]",FLEUR: An Explainable Reference-Free Evaluation Metric for Image Captioning Using a Large Multimodal Model,"Most existing image captioning evaluation metrics focus on assigning a single
numerical score to a caption by comparing it with reference captions. However,
these methods do not provide an explanation for the assigned score. Moreover,
reference captions are expensive to acquire. In this paper, we propose FLEUR,
an explainable reference-free metric to introduce explainability into image
captioning evaluation metrics. By leveraging a large multimodal model, FLEUR
can evaluate the caption against the image without the need for reference
captions, and provide the explanation for the assigned score. We introduce
score smoothing to align as closely as possible with human judgment and to be
robust to user-defined grading criteria. FLEUR achieves high correlations with
human judgment across various image captioning evaluation benchmarks and
reaches state-of-the-art results on Flickr8k-CF, COMPOSITE, and Pascal-50S
within the domain of reference-free evaluation metrics. Our source code and
results are publicly available at: https://github.com/Yebin46/FLEUR."
32,"[('Zhenlong Dai'), ('Chang Yao'), ('WenKang Han'), ('Ying Yuan'), ('Zhipeng Gao'), ('Jingyuan Chen')]",MPCoder: Multi-user Personalized Code Generator with Explicit and Implicit Style Representation Learning,"Large Language Models (LLMs) have demonstrated great potential for assisting
developers in their daily development. However, most research focuses on
generating correct code, how to use LLMs to generate personalized code has
seldom been investigated. To bridge this gap, we proposed MPCoder (Multi-user
Personalized Code Generator) to generate personalized code for multiple users.
To better learn coding style features, we utilize explicit coding style
residual learning to capture the syntax code style standards and implicit style
learning to capture the semantic code style conventions. We train a multi-user
style adapter to better differentiate the implicit feature representations of
different users through contrastive learning, ultimately enabling personalized
code generation for multiple users. We further propose a novel evaluation
metric for estimating similarities between codes of different coding styles.
The experimental results show the effectiveness of our approach for this novel
task."
33,"[('Chaoqun He'), ('Renjie Luo'), ('Yuzhuo Bai'), ('Shengding Hu'), ('Zhen Leng Thai'), ('Junhao Shen'), ('Jinyi Hu'), ('Xu Han'), ('Yujie Huang'), ('Yuxiang Zhang'), ('Jie Liu'), ('Lei Qi'), ('Zhiyuan Liu'), ('Maosong Sun')]",OlympiadBench: A Challenging Benchmark for Promoting AGI with Olympiad-Level Bilingual Multimodal Scientific Problems,"Recent advancements have seen Large Language Models (LLMs) and Large
Multimodal Models (LMMs) surpassing general human capabilities in various
tasks, approaching the proficiency level of human experts across multiple
domains. With traditional benchmarks becoming less challenging for these
models, new rigorous challenges are essential to gauge their advanced
abilities. In this work, we present OlympiadBench, an Olympiad-level bilingual
multimodal scientific benchmark, featuring 8,476 problems from Olympiad-level
mathematics and physics competitions, including the Chinese college entrance
exam. Each problem is detailed with expert-level annotations for step-by-step
reasoning. Evaluating top-tier models on OlympiadBench, we implement a
comprehensive assessment methodology to accurately evaluate model responses.
Notably, the best-performing model, GPT-4V, attains an average score of 17.97%
on OlympiadBench, with a mere 10.74% in physics, highlighting the benchmark
rigor and the intricacy of physical reasoning. Our analysis orienting GPT-4V
points out prevalent issues with hallucinations, knowledge omissions, and
logical fallacies. We hope that our challenging benchmark can serve as a
valuable resource for helping future AGI research endeavors. The data and
evaluation code are available at \url{https://github.com/OpenBMB/OlympiadBench}"
34,"[('Weidong Guo'), ('Jiuding Yang'), ('Kaitong Yang'), ('Xiangyang Li'), ('Zhuwei Rao'), ('Yu Xu'), ('Di Niu')]",Instruction Fusion: Advancing Prompt Evolution through Hybridization,"The fine-tuning of Large Language Models (LLMs) specialized in code
generation has seen notable advancements through the use of open-domain coding
queries. Despite the successes, existing methodologies like Evol-Instruct
encounter performance limitations, impeding further enhancements in code
generation tasks. This paper examines the constraints of existing prompt
evolution techniques and introduces a novel approach, Instruction Fusion (IF).
IF innovatively combines two distinct prompts through a hybridization process,
thereby enhancing the evolution of training prompts for code LLMs. Our
experimental results reveal that the proposed novel method effectively
addresses the shortcomings of prior methods, significantly improving the
performance of Code LLMs across five code generation benchmarks, namely
HumanEval, HumanEval+, MBPP, MBPP+ and MultiPL-E, which underscore the
effectiveness of Instruction Fusion in advancing the capabilities of LLMs in
code generation."
35,"[('Yixin Chen'), ('Shuai Zhang'), ('Boran Han'), ('Tong He'), ('Bo Li')]",CaMML: Context-Aware Multimodal Learner for Large Models,"In this work, we introduce Context-Aware MultiModal Learner (CaMML), for
tuning large multimodal models (LMMs). CaMML, a lightweight module, is crafted
to seamlessly integrate multimodal contextual samples into large models,
thereby empowering the model to derive knowledge from analogous,
domain-specific, up-to-date information and make grounded inferences.
Importantly, CaMML is highly scalable and can efficiently handle lengthy
multimodal context examples owing to its hierarchical design. Based on CaMML,
we have developed two multimodal models, CaMML-7B and CaMML-13B, that have
shown exceptional performance across an array of benchmark datasets for
multimodal tasks. Remarkably, CaMML-13B achieves the state-of-the-art
performance on over ten widely recognized multimodal benchmark datasets,
surpassing LLaVA-1.5 (13B) with a noticeable margin, without integration of any
external resources. Moreover, we have conducted extensive ablative studies to
inspect the inner workings of CaMML and performed qualitative analyses to
showcase its effectiveness in handling real-world challenging cases. Code and
models are available at: https://github.com/amazon-science/camml."
36,"[('Lizhou Fan'), ('Wenyue Hua'), ('Lingyao Li'), ('Haoyang Ling'), ('Yongfeng Zhang')]",NPHardEval: Dynamic Benchmark on Reasoning Ability of Large Language Models via Complexity Classes,"Complex reasoning ability is one of the most important features of current
LLMs, which has also been leveraged to play an integral role in complex
decision-making tasks. Therefore, the investigation into the reasoning
capabilities of Large Language Models (LLMs) is critical: numerous benchmarks
have been established to assess the reasoning abilities of LLMs. However,
current benchmarks are inadequate in offering a rigorous evaluation of the full
extent of reasoning abilities that LLMs are capable of achieving. They are also
prone to the risk of overfitting, as these benchmarks, being publicly
accessible and static, allow models to potentially tailor their responses to
specific benchmark metrics, thereby inflating their performance. Addressing
these limitations, our research introduces a new benchmark, named NPHardEval.
This benchmark is designed to evaluate the reasoning abilities of LLMs across a
broad spectrum of 900 algorithmic questions, extending up to the NP-Hard
complexity class. These questions are meticulously chosen to represent a wide
range of complexity class below the NP-hard complexity class, offering a
rigorous measure of the reasoning ability of LLMs. Through this study, we shed
light on the current state of reasoning in LLMs, providing an objective and
rigorous perspective through the comparison of LLMs' performance across complex
classes. Moreover, this benchmark is designed with a dynamic update mechanism,
where the datapoints are refreshed on a monthly basis. Such regular updates
play a crucial role in mitigating the risk of LLMs overfitting to the
benchmark, promoting a more accurate and reliable assessment of their reasoning
capabilities. The benchmark dataset and code of NPHardEval are available at
https://github.com/casmlab/NPHardEval."
37,"[('Zihan Liao'), ('Hang Yu'), ('Jianguo Li'), ('Jun Wang'), ('Wei Zhang')]",D2LLM: Decomposed and Distilled Large Language Models for Semantic Search,"The key challenge in semantic search is to create models that are both
accurate and efficient in pinpointing relevant sentences for queries. While
BERT-style bi-encoders excel in efficiency with pre-computed embeddings, they
often miss subtle nuances in search tasks. Conversely, GPT-style LLMs with
cross-encoder designs capture these nuances but are computationally intensive,
hindering real-time applications. In this paper, we present D2LLMs-Decomposed
and Distilled LLMs for semantic search-that combines the best of both worlds.
We decompose a cross-encoder into an efficient bi-encoder integrated with
Pooling by Multihead Attention and an Interaction Emulation Module, achieving
nuanced understanding and pre-computability. Knowledge from the LLM is
distilled into this model using contrastive, rank, and feature imitation
techniques. Our experiments show that D2LLM surpasses five leading baselines in
terms of all metrics across three tasks, particularly improving NLI task
performance by at least 6.45%. The source code is available at
https://github.com/codefuse-ai/D2LLM."
38,"[('Kuo Liao'), ('Shuang Li'), ('Meng Zhao'), ('Liqun Liu'), ('Mengge Xue'), ('Zhenyu Hu'), ('Honglin Han'), ('Chengguo Yin')]",Enhancing Reinforcement Learning with Label-Sensitive Reward for Natural Language Understanding,"Recent strides in large language models (LLMs) have yielded remarkable
performance, leveraging reinforcement learning from human feedback (RLHF) to
significantly enhance generation and alignment capabilities. However, RLHF
encounters numerous challenges, including the objective mismatch issue, leading
to suboptimal performance in Natural Language Understanding (NLU) tasks. To
address this limitation, we propose a novel Reinforcement Learning framework
enhanced with Label-sensitive Reward (RLLR) to amplify the performance of LLMs
in NLU tasks. By incorporating label-sensitive pairs into reinforcement
learning, our method aims to adeptly capture nuanced label-sensitive semantic
features during RL, thereby enhancing natural language understanding.
Experiments conducted on five diverse foundation models across eight tasks
showcase promising results. In comparison to Supervised Fine-tuning models
(SFT), RLLR demonstrates an average performance improvement of 1.54%. Compared
with RLHF models, the improvement averages at 0.69%. These results reveal the
effectiveness of our method for LLMs in NLU tasks. Code and data available at:
https://github.com/MagiaSN/ACL2024_RLLR."
39,"[('Shiyi Zhu'), ('Jing Ye'), ('Wei Jiang'), ('Siqiao Xue'), ('Qi Zhang'), ('Yifan Wu'), ('Jianguo Li')]",CoCA: Fusing Position Embedding with Collinear Constrained Attention in Transformers for Long Context Window Extending,"Self-attention and position embedding are two key modules in
transformer-based Large Language Models (LLMs). However, the potential
relationship between them is far from well studied, especially for long context
window extending. In fact, anomalous behaviors harming long context
extrapolation exist between Rotary Position Embedding (RoPE) and vanilla
self-attention unveiled by our work. To address this issue, we propose a novel
attention mechanism, CoCA (Collinear Constrained Attention). Specifically, we
enforce a collinear constraint between $Q$ and $K$ to seamlessly integrate RoPE
and self-attention. While only adding minimal computational and spatial
complexity, this integration significantly enhances long context window
extrapolation ability. We provide an optimized implementation, making it a
drop-in replacement for any existing transformer-based models. Extensive
experiments show that CoCA performs extraordinarily well in extending context
windows. A CoCA-based GPT model, trained with a context length of 512, can
seamlessly extend the context window up to 32K (60$\times$), without any
fine-tuning. Additionally, by dropping CoCA in LLaMA-7B, we achieve
extrapolation up to 32K within only 2K training length. Our code is publicly
available at: https://github.com/codefuse-ai/Collinear-Constrained-Attention"
40,"[('Salman Elgamal'), ('Ossama Obeid'), ('Tameem Kabbani'), ('Go Inoue'), ('Nizar Habash')]",Arabic Diacritics in the Wild: Exploiting Opportunities for Improved Diacritization,"The widespread absence of diacritical marks in Arabic text poses a
significant challenge for Arabic natural language processing (NLP). This paper
explores instances of naturally occurring diacritics, referred to as
""diacritics in the wild,"" to unveil patterns and latent information across six
diverse genres: news articles, novels, children's books, poetry, political
documents, and ChatGPT outputs. We present a new annotated dataset that maps
real-world partially diacritized words to their maximal full diacritization in
context. Additionally, we propose extensions to the analyze-and-disambiguate
approach in Arabic NLP to leverage these diacritics, resulting in notable
improvements. Our contributions encompass a thorough analysis, valuable
datasets, and an extended diacritization algorithm. We release our code and
datasets as open source."
41,"[('Junhao Zheng'), ('Shengjie Qiu'), ('Qianli Ma')]",Learn or Recall? Revisiting Incremental Learning with Pre-trained Language Models,"Incremental Learning (IL) has been a long-standing problem in both vision and
Natural Language Processing (NLP) communities. In recent years, as Pre-trained
Language Models (PLMs) have achieved remarkable progress in various NLP
downstream tasks, utilizing PLMs as backbones has become a common practice in
recent research of IL in NLP. Most assume that catastrophic forgetting is the
biggest obstacle to achieving superior IL performance and propose various
techniques to overcome this issue. However, we find that this assumption is
problematic. Specifically, we revisit more than 20 methods on four
classification tasks (Text Classification, Intent Classification, Relation
Extraction, and Named Entity Recognition) under the two most popular IL
settings (Class-Incremental and Task-Incremental) and reveal that most of them
severely underestimate the inherent anti-forgetting ability of PLMs. Based on
the observation, we propose a frustratingly easy method called SEQ* for IL with
PLMs. The results show that SEQ* has competitive or superior performance
compared to state-of-the-art (SOTA) IL methods and requires considerably less
trainable parameters and training time. These findings urge us to revisit the
IL with PLMs and encourage future studies to have a fundamental understanding
of the catastrophic forgetting in PLMs. The data, code and scripts are publicly
available at
https://github.com/zzz47zzz/codebase-for-incremental-learning-with-llm."
42,"[('Kexin Wang'), ('Nils Reimers'), ('Iryna Gurevych')]",DAPR: A Benchmark on Document-Aware Passage Retrieval,"The work of neural retrieval so far focuses on ranking short texts and is
challenged with long documents. There are many cases where the users want to
find a relevant passage within a long document from a huge corpus, e.g.
Wikipedia articles, research papers, etc. We propose and name this task
\emph{Document-Aware Passage Retrieval} (DAPR). While analyzing the errors of
the State-of-The-Art (SoTA) passage retrievers, we find the major errors
(53.5\%) are due to missing document context. This drives us to build a
benchmark for this task including multiple datasets from heterogeneous domains.
In the experiments, we extend the SoTA passage retrievers with document context
via (1) hybrid retrieval with BM25 and (2) contextualized passage
representations, which inform the passage representation with document context.
We find despite that hybrid retrieval performs the strongest on the mixture of
the easy and the hard queries, it completely fails on the hard queries that
require document-context understanding. On the other hand, contextualized
passage representations (e.g. prepending document titles) achieve good
improvement on these hard queries, but overall they also perform rather poorly.
Our created benchmark enables future research on developing and comparing
retrieval systems for the new task. The code and the data are available at
https://github.com/UKPLab/arxiv2023-dapr."
43,"[('Daniel Reich'), ('Tanja Schultz')]",Uncovering the Full Potential of Visual Grounding Methods in VQA,"Visual Grounding (VG) methods in Visual Question Answering (VQA) attempt to
improve VQA performance by strengthening a model's reliance on
question-relevant visual information. The presence of such relevant information
in the visual input is typically assumed in training and testing. This
assumption, however, is inherently flawed when dealing with imperfect image
representations common in large-scale VQA, where the information carried by
visual features frequently deviates from expected ground-truth contents. As a
result, training and testing of VG-methods is performed with largely inaccurate
data, which obstructs proper assessment of their potential benefits. In this
study, we demonstrate that current evaluation schemes for VG-methods are
problematic due to the flawed assumption of availability of relevant visual
information. Our experiments show that these methods can be much more effective
when evaluation conditions are corrected. Code is provided on GitHub."
44,"[('Chun Liu'), ('Hongguang Zhang'), ('Kainan Zhao'), ('Xinghai Ju'), ('Lin Yang')]",LLMEmbed: Rethinking Lightweight LLM’s Genuine Function in Text Classification,"With the booming of Large Language Models (LLMs), prompt-learning has become
a promising method mainly researched in various research areas. Recently, many
attempts based on prompt-learning have been made to improve the performance of
text classification. However, most of these methods are based on heuristic
Chain-of-Thought (CoT), and tend to be more complex but less efficient. In this
paper, we rethink the LLM-based text classification methodology, propose a
simple and effective transfer learning strategy, namely LLMEmbed, to address
this classical but challenging task. To illustrate, we first study how to
properly extract and fuse the text embeddings via various lightweight LLMs at
different network depths to improve their robustness and discrimination, then
adapt such embeddings to train the classifier. We perform extensive experiments
on publicly available datasets, and the results show that LLMEmbed achieves
strong performance while enjoys low training overhead using lightweight LLM
backbones compared to recent methods based on larger LLMs, i.e. GPT-3, and
sophisticated prompt-based strategies. Our LLMEmbed achieves adequate accuracy
on publicly available benchmarks without any fine-tuning while merely use 4%
model parameters, 1.8% electricity consumption and 1.5% runtime compared to its
counterparts. Code is available at:
https://github.com/ChunLiu-cs/LLMEmbed-ACL2024."
45,"[('Wenda Xu'), ('Guanglei Zhu'), ('Xuandong Zhao'), ('Liangming Pan'), ('Lei Li'), ('William Yang Wang')]",Pride and Prejudice: LLM Amplifies Self-Bias in Self-Refinement,"Recent studies show that large language models (LLMs) improve their
performance through self-feedback on certain tasks while degrade on others. We
discovered that such a contrary is due to LLM's bias in evaluating their own
output. In this paper, we formally define LLM's self-bias - the tendency to
favor its own generation - using two statistics. We analyze six LLMs (GPT-4,
GPT-3.5, Gemini, LLaMA2, Mixtral and DeepSeek) on translation, constrained text
generation, and mathematical reasoning tasks. We find that self-bias is
prevalent in all examined LLMs across multiple languages and tasks. Our
analysis reveals that while the self-refine pipeline improves the fluency and
understandability of model outputs, it further amplifies self-bias. To mitigate
such biases, we discover that larger model size and external feedback with
accurate assessment can significantly reduce bias in the self-refine pipeline,
leading to actual performance improvement in downstream tasks. The code and
data are released at https://github.com/xu1998hz/llm_self_bias."
46,"[('Yinhao Bai'), ('Yalan Xie'), ('Xiaoyi Liu'), ('Yuhua Zhao'), ('Zhixin Han'), ('Mengting Hu'), ('Hang Gao'), ('Renhong Cheng')]",BvSP: Broad-view Soft Prompting for Few-Shot Aspect Sentiment Quad Prediction,"Aspect sentiment quad prediction (ASQP) aims to predict four aspect-based
elements, including aspect term, opinion term, aspect category, and sentiment
polarity. In practice, unseen aspects, due to distinct data distribution,
impose many challenges for a trained neural model. Motivated by this, this work
formulates ASQP into the few-shot scenario, which aims for fast adaptation in
real applications. Therefore, we first construct a few-shot ASQP dataset (FSQP)
that contains richer categories and is more balanced for the few-shot study.
Moreover, recent methods extract quads through a generation paradigm, which
involves converting the input sentence into a templated target sequence.
However, they primarily focus on the utilization of a single template or the
consideration of different template orders, thereby overlooking the
correlations among various templates. To tackle this issue, we further propose
a Broadview Soft Prompting (BvSP) method that aggregates multiple templates
with a broader view by taking into account the correlation between the
different templates. Specifically, BvSP uses the pre-trained language model to
select the most relevant k templates with Jensen-Shannon divergence. BvSP
further introduces soft prompts to guide the pre-trained language model using
the selected templates. Then, we aggregate the results of multi-templates by
voting mechanism. Empirical results demonstrate that BvSP significantly
outperforms the stateof-the-art methods under four few-shot settings and other
public datasets. Our code and dataset are available at
https://github.com/byinhao/BvSP."
47,"[('Subba Reddy Oota'), ('Emin Çelik'), ('Fatma Deniz'), ('Mariya Toneva')]",Speech language models lack important brain-relevant semantics,"Despite known differences between reading and listening in the brain, recent
work has shown that text-based language models predict both text-evoked and
speech-evoked brain activity to an impressive degree. This poses the question
of what types of information language models truly predict in the brain. We
investigate this question via a direct approach, in which we systematically
remove specific low-level stimulus features (textual, speech, and visual) from
language model representations to assess their impact on alignment with fMRI
brain recordings during reading and listening. Comparing these findings with
speech-based language models reveals starkly different effects of low-level
features on brain alignment. While text-based models show reduced alignment in
early sensory regions post-removal, they retain significant predictive power in
late language regions. In contrast, speech-based models maintain strong
alignment in early auditory regions even after feature removal but lose all
predictive power in late language regions. These results suggest that
speech-based models provide insights into additional information processed by
early auditory regions, but caution is needed when using them to model
processing in late language regions. We make our code publicly available.
[https://github.com/subbareddy248/speech-llm-brain]"
48,"[('Zekun Li'), ('Zhiyu Zoey Chen'), ('Mike Ross'), ('Patrick Huber'), ('Seungwhan Moon'), ('Zhaojiang Lin'), ('Xin Luna Dong'), ('Adithya Sagar'), ('Xifeng Yan'), ('Paul A. Crook')]",Large Language Models as Zero-shot Dialogue State Tracker through Function Calling,"Large language models (LLMs) are increasingly prevalent in conversational
systems due to their advanced understanding and generative capabilities in
general contexts. However, their effectiveness in task-oriented dialogues
(TOD), which requires not only response generation but also effective dialogue
state tracking (DST) within specific tasks and domains, remains less
satisfying. In this work, we propose a novel approach FnCTOD for solving DST
with LLMs through function calling. This method improves zero-shot DST,
allowing adaptation to diverse domains without extensive data collection or
model tuning. Our experimental results demonstrate that our approach achieves
exceptional performance with both modestly sized open-source and also
proprietary LLMs: with in-context prompting it enables various 7B or 13B
parameter models to surpass the previous state-of-the-art (SOTA) achieved by
ChatGPT, and improves ChatGPT's performance beating the SOTA by 5.6% average
joint goal accuracy (JGA). Individual model results for GPT-3.5 and GPT-4 are
boosted by 4.8% and 14%, respectively. We also show that by fine-tuning on a
small collection of diverse task-oriented dialogues, we can equip modestly
sized models, specifically a 13B parameter LLaMA2-Chat model, with
function-calling capabilities and DST performance comparable to ChatGPT while
maintaining their chat capabilities. We have made the code publicly available
at https://github.com/facebookresearch/FnCTOD"
49,"[('Zixuan Li'), ('Yutao Zeng'), ('Yuxin Zuo'), ('Weicheng Ren'), ('Wenxuan Liu'), ('Miao Su'), ('Yucan Guo'), ('Yantao Liu'), ('Xiang Li'), ('Zhilei Hu'), ('Long Bai'), ('Wei Li'), ('Yidan Liu'), ('Pan Yang'), ('Xiaolong Jin'), ('Jiafeng Guo'), ('Xueqi Cheng')]",KnowCoder: Coding Structured Knowledge into LLMs for Universal Information Extraction,"In this paper, we propose KnowCoder, a Large Language Model (LLM) to conduct
Universal Information Extraction (UIE) via code generation. KnowCoder aims to
develop a kind of unified schema representation that LLMs can easily understand
and an effective learning framework that encourages LLMs to follow schemas and
extract structured knowledge accurately. To achieve these, KnowCoder introduces
a code-style schema representation method to uniformly transform different
schemas into Python classes, with which complex schema information, such as
constraints among tasks in UIE, can be captured in an LLM-friendly manner. We
further construct a code-style schema library covering over $\textbf{30,000}$
types of knowledge, which is the largest one for UIE, to the best of our
knowledge. To ease the learning process of LLMs, KnowCoder contains a two-phase
learning framework that enhances its schema understanding ability via code
pretraining and its schema following ability via instruction tuning. After code
pretraining on around $1.5$B automatically constructed data, KnowCoder already
attains remarkable generalization ability and achieves relative improvements by
$\textbf{49.8%}$ F1, compared to LLaMA2, under the few-shot setting. After
instruction tuning, KnowCoder further exhibits strong generalization ability on
unseen schemas and achieves up to $\textbf{12.5%}$ and $\textbf{21.9%}$,
compared to sota baselines, under the zero-shot setting and the low resource
setting, respectively. Additionally, based on our unified schema
representations, various human-annotated datasets can simultaneously be
utilized to refine KnowCoder, which achieves significant improvements up to
$\textbf{7.5%}$ under the supervised setting."
50,"[('Zhexin Zhang'), ('Junxiao Yang'), ('Pei Ke'), ('Fei Mi'), ('Hongning Wang'), ('Minlie Huang')]",Defending Large Language Models Against Jailbreaking Attacks Through Goal Prioritization,"While significant attention has been dedicated to exploiting weaknesses in
LLMs through jailbreaking attacks, there remains a paucity of effort in
defending against these attacks. We point out a pivotal factor contributing to
the success of jailbreaks: the intrinsic conflict between the goals of being
helpful and ensuring safety. Accordingly, we propose to integrate goal
prioritization at both training and inference stages to counteract.
Implementing goal prioritization during inference substantially diminishes the
Attack Success Rate (ASR) of jailbreaking from 66.4% to 3.6% for ChatGPT. And
integrating goal prioritization into model training reduces the ASR from 71.0%
to 6.6% for Llama2-13B. Remarkably, even in scenarios where no jailbreaking
samples are included during training, our approach slashes the ASR by half.
Additionally, our findings reveal that while stronger LLMs face greater safety
risks, they also possess a greater capacity to be steered towards defending
against such attacks, both because of their stronger ability in instruction
following. Our work thus contributes to the comprehension of jailbreaking
attacks and defenses, and sheds light on the relationship between LLMs'
capability and safety. Our code is available at
\url{https://github.com/thu-coai/JailbreakDefense_GoalPriority}."
